"Study","Y","V_1","V_2","V_3","V_4","V_5","V_6"
1,-42.5533993731378,-8.16860889036902,0.871817275433168,6.55242979468198,3.53332854066519,-9.77177526853377,-8.40924704489597
1,-39.442507195477,-7.20298753446326,1.90051342876335,9.58109794810397,3.5839545156823,-10.0337981181336,-9.14755426529389
1,-40.3422642520741,-7.44909570825178,2.29617408049756,6.11798815030965,3.53667118950356,-9.42454508558909,-7.65791420829262
1,-48.7444992521707,-5.33386536038982,2.90490145275341,8.56118872399053,2.54610511032952,-14.0387606385271,-8.02686858826952
1,-35.7415616137894,-5.89620921003525,1.42346727003183,7.8587612289584,4.42686768179792,-10.0685541851296,-10.3572789158911
1,-40.1578663890048,-7.94307452381897,0.583719796312939,6.5906874312352,3.51052490132133,-9.55166902434753,-10.1582887816081
1,-36.4637467935781,-6.31406324477978,-0.116273404621814,6.14502325462927,3.37783105670584,-9.36118354063393,-8.8828230332892
1,-36.0682497749667,-7.50513517632764,1.35821778055964,4.85598958138196,4.61339404865619,-8.18765011869888,-8.94272012023006
1,-38.1725357875587,-7.18550796428541,1.34015681152353,7.77948086685821,3.77008059655448,-9.45327293885399,-10.1861298013654
1,-40.0113460404016,-7.93115431310772,1.89898033413483,6.68073386045441,3.808057389439,-9.59944009218336,-9.68600910946284
1,-47.3045076560657,-6.93322541732237,3.56215776927904,7.7183040379988,3.75551915293891,-12.0732713763096,-9.5054265219354
1,-49.6300558863382,-6.56197107248186,2.56365642361534,6.03457649907154,4.62750763053778,-12.8744973059992,-11.5552118267483
1,-41.4284251081447,-6.42896145602122,2.50990914751811,6.6823404275004,4.26861862668428,-10.7187881303167,-8.70748150842817
1,-33.4417651232106,-7.39556470289285,1.3336903115208,7.21145820347116,4.21246175854135,-8.01430643764255,-9.57526532460404
1,-33.8346851458136,-6.09183560155277,1.13852745217905,10.9214001936116,3.61039901706216,-8.99692653393396,-9.16766192035478
1,-48.9183695826697,-7.29429155902378,3.46944992833788,5.65175955706259,2.38233150710393,-12.7974593515109,-9.28675671018776
1,-38.7085057120606,-5.77349735252788,1.27008100345158,10.9419788795545,3.6369829686246,-10.5310427138574,-8.76552258067444
1,-37.3664850921911,-5.45629276443073,1.01750207061207,7.36997801249456,2.3025134380129,-10.5038355633253,-6.26507224951698
1,-33.4210672074978,-7.64940678407056,-1.1805149758797,6.84343667285819,5.08729455409021,-8.02085434372665,-9.61412727978367
1,-38.8021689120761,-5.79990934721422,1.55111690977089,7.80270502359426,4.76597585872669,-10.2178764053209,-9.074369692169
1,-32.7709455659238,-6.36893124486594,0.195933169859525,7.19745573522654,3.82369983173329,-7.8976674643321,-9.21858070398306
1,-45.8795375726463,-5.95919027924166,0.596253791899263,9.97881421081967,3.38891990250487,-12.3240823529574,-10.0684064287924
1,-48.4831823880613,-7.60155849392358,3.47387130702988,8.62377033035198,2.80474253707425,-12.5873216784287,-7.63523499936432
1,-32.1758741616415,-6.77869936028112,-2.03886245710974,7.68791305398529,3.38367297869795,-7.94092682150371,-8.26540835554068
1,-47.6079676502675,-6.42569817855278,0.52699177479211,8.95502624226071,2.76371365953992,-12.4858501641481,-9.45588231437554
1,-33.0614421507495,-5.51460038066403,1.36839704060811,8.49340916644916,5.58666348372508,-9.22221914515557,-11.2166117499258
1,-37.8705689833182,-7.05204873738386,2.16832271281125,6.56982177143732,4.40310875443284,-9.56242487434734,-9.31296542908022
1,-43.5663184620755,-8.85357201691433,1.5901906300453,6.49058158985667,3.62775033126253,-9.90293788397144,-7.91119288830019
1,-46.20831107037,-6.30255078250707,2.50394609800646,7.15650210555977,3.39210748552726,-11.9880515353791,-9.87605502634463
1,-44.6710955205622,-6.70681926929405,1.30098822739285,8.42620685878607,1.31316871739655,-11.1793764601946,-5.84295209606786
1,-42.4230892638739,-6.56922539712581,-1.01041931520469,10.9898189692288,3.07599440604376,-10.743435102387,-8.97874599005387
1,-31.3193095235835,-6.79007820256561,1.46476857905185,6.0978306781754,4.43669095877237,-7.77851493471231,-8.3900386418149
1,-39.890707016454,-6.64831736822227,2.78020753418399,8.97309978738722,3.17162039602862,-10.0717635293446,-9.02184293975388
1,-30.3671941817488,-5.74679972200145,-1.40055245218453,6.21491412643887,4.60064305627346,-7.68839325917184,-10.5877328386651
1,-45.3240804627969,-7.13944387689541,1.59668941120458,6.45032856968474,3.70152727907767,-10.8310569010678,-9.34066331841873
1,-38.0642966550398,-7.20877768174851,0.712632512023686,8.17716160049345,3.56593826466256,-9.81936239780313,-8.85199813875011
1,-44.0032257424624,-6.99317987769409,1.80421267933316,6.44219248528819,4.01213217675833,-11.428990628955,-9.24233800717274
1,-33.3389452618092,-5.7333498636299,1.06743204548616,8.8243082361421,5.04716858698417,-9.17011454615875,-11.1709848914716
1,-45.9086147288484,-7.42921478678236,1.7185631641526,6.51172280341818,3.13512184596089,-11.2500099847841,-7.11516844141336
1,-36.0069679097206,-7.14222038275934,1.5230856936866,6.53768392908322,5.62736751501969,-8.92221276054809,-10.8896769054044
1,-34.8468930342753,-5.29317136052754,0.409503397611729,6.65705850064387,4.65940794027073,-9.46581026722252,-12.3791268656054
1,-35.1804478055876,-7.45996384458919,0.959393381093003,9.70635513141588,4.24196249505436,-8.30134939736117,-7.61110887220708
1,-40.2419906174453,-7.50434249975868,0.9800920097632,7.33905363126888,4.01670481883401,-10.0152926723097,-9.73383201622444
1,-42.9181161860642,-8.18795953546207,1.31068870639695,5.89460635866347,3.79645018903061,-10.0862023007496,-8.48736702005714
1,-44.244024622916,-6.53064146454661,1.70793462181576,6.79137941434399,4.3837018521974,-11.470857890813,-11.8729208657634
1,-45.2678282961905,-6.93608401303167,1.90118003512594,6.29039382506592,3.6149845884027,-11.8151671384789,-8.11106879299768
1,-43.542851865557,-7.92159933152663,1.66376152576389,6.06008126426289,2.76534991234353,-10.6054959688268,-8.17413616018413
1,-43.9529229153739,-6.260652601804,1.83887785844101,9.73641035352158,2.43733953167608,-11.8670351844104,-6.69353092327072
1,-38.2182441027948,-6.41381773956369,3.10013363370662,5.2129938153591,5.75816587659392,-10.0443713098335,-10.2632464889026
1,-42.6457806704313,-6.35530281851836,2.73914137388194,8.93678272296308,2.79722712667866,-11.1427663885524,-10.1337561775859
1,-46.5685552997933,-8.70405675770595,0.00920047088138487,7.38254461381081,2.62039649100494,-10.5867823353879,-6.07695570986914
1,-44.8087352236335,-7.1376851986362,2.0878382680353,9.22009067419785,1.74613620564341,-11.4139702686119,-7.48368672477285
1,-44.0843912412368,-7.46626318473628,1.94856501932685,7.28119180542739,2.5102017867298,-11.1774045652899,-8.8925129527538
1,-45.230887456187,-7.25939451818637,3.65950052297107,7.52731404999507,3.46862281474688,-10.9769458336842,-8.4367403160269
1,-40.3254046803288,-5.25134709106736,0.796900699186142,7.083730975014,3.30892303409807,-11.3000667461991,-8.78496488390161
1,-39.2154959127302,-6.98846535090079,-0.00918156645020218,7.01562592572266,3.14510687964552,-9.78200295956449,-10.0861462422993
1,-37.3814150263552,-8.67946222173321,0.261776070463956,5.78140514887457,4.86023757578689,-8.11504225728645,-7.28211066218951
1,-43.9788606582796,-6.60239764975543,2.79804066305544,9.9982755787767,2.73314797391648,-11.3464624406626,-9.98325441114076
1,-43.141602190178,-6.35626700116692,1.90016100441703,8.76812932637045,2.57232812932016,-11.8534502190533,-8.99354376633766
1,-42.1664928861334,-6.19933075204971,3.28703604935035,9.63449685561557,3.49085105101161,-11.4495531940349,-10.2483984485403
1,-45.3067299109201,-8.09203277476018,1.96210186385257,7.52867842639099,1.42840549468129,-10.4541092427731,-6.8048491010161
1,-42.6308528613539,-7.00425234653752,1.18854389635026,7.98685812609643,3.10732939291254,-10.58332183396,-8.30776857767289
1,-40.9302586397711,-5.29269237976193,1.45515677109628,10.6141710301815,3.29925200050372,-12.0905783603683,-10.7258862979934
1,-41.2452399333983,-7.10398749115079,2.66545571276722,6.70282790285629,4.2125358437514,-10.4270318019883,-9.16240315311861
1,-32.290952012821,-7.37912181172261,-2.18256426737418,8.08950084054245,3.59600285950825,-7.71222877386252,-8.16827314538381
1,-41.8976175188253,-6.85582671390724,1.45936726000589,8.60475867117859,3.35546929026656,-10.4769467994691,-9.49452357635625
1,-34.2761144989044,-7.24272789834503,-0.343367725371278,8.39234135065721,4.46298797004483,-8.0766321122434,-7.9109674794557
1,-39.0931513271743,-8.37575931523766,0.941639059419659,5.33941581678343,5.14101706957756,-8.9730198523173,-9.32451839278963
1,-39.660889809382,-7.72132486653191,-0.886623397170625,7.78105240234509,3.55146229566509,-9.20143651506376,-9.89468486318562
1,-45.041926712079,-6.31071384100472,2.58678024023569,7.92673680885257,3.49036592806772,-11.7360649306866,-8.67317439088947
1,-39.07612365558,-6.19739376791972,0.571722291750125,6.8231422204569,2.7404938831407,-10.1979973974342,-8.84415811541665
1,-38.0738784335737,-6.57271219405509,1.70134534839012,7.44255160079857,4.63092333712036,-9.46539265276441,-8.50375345415096
1,-40.2226340139891,-8.92451452796846,0.291262183361077,5.5574091154649,3.11486519521109,-8.82704203475555,-7.27211812623301
1,-36.6099684149778,-7.24280717753193,-0.266818456743803,7.07415367601641,2.97559482085605,-8.53035646778266,-7.8277004623655
1,-41.1858695549299,-6.66888590586774,1.56003862739804,8.42557524085029,3.56853398549481,-10.7021418635227,-10.6808856002168
1,-38.7441270824511,-6.43437286193657,2.03548159359948,7.8914214965836,4.26480646290606,-9.91617532592473,-10.7968061296855
2,-22.9165674011463,5.61175292946186,2.82410148067886,17.8256904917262,-1.23295909242298,8.85516192825505,7.96229668901301
2,-22.8728862902743,4.80122985329827,5.23592024844992,14.4538039615014,-2.1547030431383,6.86470669234416,6.58796776110786
2,-25.2914441437308,6.13449858480036,4.34784374336184,14.5513705858481,-2.4691826811508,7.15638877118367,8.4008767441529
2,-25.5135094730914,5.70846606660589,3.88095388281424,16.7000198404235,-1.57441821102265,7.92953111029498,8.62557849685524
2,-24.7240007533875,5.66549574728974,3.83720991932396,14.7453968721376,-1.49414171767883,8.00040589055063,10.2474134229899
2,-23.6177586110491,4.61840205155691,4.72775111782411,12.9533530880259,-1.7303942865517,8.79301546063169,9.88226285375464
2,-26.6060005146602,4.25399158153571,1.6389150182032,17.0858833363624,-2.94602305389227,9.23764920681913,10.8795532158098
2,-20.7983961948989,3.83459551788044,3.12269362961268,15.4268353235506,-1.18380594463905,10.1399250296611,10.8732698505821
2,-20.2398291349597,5.46139358578543,2.28448335515975,15.7581682450066,-2.00581896488854,10.071853500866,9.44972432096893
2,-23.1518096970635,4.53536003794261,2.82198470871878,15.5790625492343,-2.49627127285563,9.58466770663404,8.76472719119053
2,-27.1748178017233,5.55161395606526,2.38424924317136,16.9595606578294,-3.08401322468072,9.35746962604708,10.4867493590204
2,-18.5836168234147,3.13267510790398,3.4023508436441,13.8042587172302,-0.947314456839289,10.230023232499,9.87204240473277
2,-25.8517314437892,4.18465862191089,4.69168703272071,14.1003209136267,-2.31798459133087,8.35923659349741,11.4743808731939
2,-27.9745783726821,5.29078595399274,3.57370007417711,15.2708201529486,-3.19738014811507,8.00879626592175,10.134612763625
2,-28.8109540699746,4.42773712147195,4.94350596758047,15.595322400537,-1.86576843246826,7.31597391335693,10.2164811148681
2,-17.8160573475403,3.18888923305966,4.28661168729163,15.2978911657676,-0.950531070066974,10.1670012715678,8.02575444594336
2,-25.0905367709313,4.23590249310065,3.44801948184037,16.0507505604438,-2.25019499666723,9.52689749788029,10.2919425151636
2,-22.8904110198867,5.01100841338728,4.1511721576132,15.6345529628743,-2.18034577797793,9.87444015289978,8.36441385622961
2,-23.956553206752,3.47999233133848,3.54974994231722,14.7136797170993,-2.2246950010281,8.02425238701868,10.4055286569511
2,-18.4075000474926,3.65966513731602,4.61645817559327,13.8698519705578,-0.52716697011726,10.2889856980458,9.55279619685123
2,-25.2718685450846,4.95780357363362,3.80740362687818,16.0935501800562,-2.0955947506215,8.8425050226481,9.452762080192
2,-16.1440602743133,4.90650201969511,5.64407027097512,14.2337833878033,-0.137235147486224,7.75612222698465,6.11847684252208
2,-21.7793827650859,5.53605167134223,2.65882338504373,16.7591287084148,-1.75399294922519,9.48131862578243,7.86872399642022
2,-20.7756548783946,3.6186304297278,2.91506556149097,15.1623436672008,-1.76455715503268,9.64844452151504,9.91592463233175
2,-22.1236689315352,6.56379571443617,3.58225021647003,16.1376715999437,-1.22621898993738,10.4781835300313,9.66736278684398
2,-20.3566169736178,4.14262728809999,7.81311459519045,12.1300829812881,-0.266131518795796,8.28655121961935,9.19937119465391
2,-20.0077408500321,3.41801534742668,3.58171768250397,12.2352261550122,-1.95607157714513,8.33520949154027,11.023931736116
2,-21.8746824886638,5.8569312404982,2.15364344794471,14.6840214094596,-1.99550803157243,8.86570886456445,8.88413745867162
2,-26.6585883629233,4.42029787700326,2.94137871048972,14.4581040632135,-3.26993897304164,8.4807135083228,10.650648981647
2,-17.1309534550602,4.50286147576244,4.07341878688636,14.933027042153,-0.631505292019437,10.678740119787,8.9042337988347
2,-29.8192684099479,5.89508789682211,4.93840084107797,16.9931907137906,-2.14684385250629,8.14197177237846,10.3970113365244
2,-18.1635573040081,5.24982537374547,4.84615645815799,14.2552290591746,-0.539893586959915,10.4442009179637,9.61049426855041
2,-17.225232983018,4.73163558749629,2.63705587657679,11.858381744131,-0.923256217271369,9.23219068369358,9.86384445247922
2,-19.5444468785917,4.27491964817381,3.12315259066746,15.2979560582684,-1.03752719105447,10.0522988776626,8.42741792274268
2,-19.8842318140715,2.56175111011872,4.24308872401808,13.897818508569,-1.76448343022075,10.1246611150814,10.9914791829577
2,-33.2064419369639,5.57193729926389,4.70590093268336,16.8410968990578,-3.07658206261396,7.16194967853737,11.5020629806396
2,-28.4307876638369,5.07228137813454,3.36344774802077,15.280299367731,-2.96979426146262,8.78957358174772,10.9417902776872
2,-22.0079626225088,5.01668098618721,5.36480100621909,13.2946433920697,-0.995447853220204,7.89121899903691,8.64629168161405
2,-21.0806657087773,5.42929243065754,3.58656289126757,14.5449210797838,-0.993182444313316,7.83918837130783,6.66349017382924
2,-21.2347060029492,4.22135282402198,4.73470029128049,15.5833642480497,-0.816749375061016,9.06420572778691,8.38479299330873
2,-24.9606482947563,4.01554212797293,7.23472489912495,14.8512941989061,-1.15751729376183,5.97104476695108,8.27272675280333
2,-26.5603014277918,5.23199994516555,4.14547890639029,11.6972255325719,-3.46081866445271,7.61357572621775,10.5355461356993
2,-29.4661550102222,4.84530475884265,4.03567367487684,15.5584306816913,-2.62346598653984,7.47369371474835,9.80623208103982
2,-19.1090118264403,4.04913647088104,3.46172690382631,16.2749092974686,-1.34045401513309,10.6028584813873,8.50651214262219
2,-18.8847519418688,4.93281952192649,4.27751544211225,14.4978587007943,-1.40929931879461,8.86603975547789,7.3857060292369
2,-25.0819955175643,4.06024546311053,3.16771102105528,15.7474309504231,-2.96657891803962,7.89222461704045,8.76066187863548
2,-24.965753335303,6.86093199398408,3.11437426078405,17.4865966166309,-1.28810730869304,9.3793657938488,9.00153136922927
2,-31.7244415915465,6.30076296101843,4.97073475105061,18.8186991869231,-2.67972230769728,6.75989463886663,8.40679692686987
2,-27.3728525822704,3.46760528907722,3.9983286373875,16.2365860193351,-2.09586314933399,7.67755783882345,10.2358825869375
2,-21.4824329198966,3.43576983074291,3.70317285300693,12.7741454799011,-1.56161798977714,8.99919128814086,10.8189239983986
2,-29.416163265486,4.99898527868599,5.71004421152798,17.1082452528378,-1.8648105576667,8.63903428765031,11.3436527468648
2,-18.7557199193533,3.5599177180006,4.14239457832693,14.3761689415289,-0.975324677231483,9.62641064659987,9.54209531443275
2,-26.3384504707754,5.17859112375134,2.60331930647128,15.2949110386028,-3.01938412075317,8.10007751943217,10.8621101567633
2,-16.9648399812312,4.52804608221169,3.32386970936541,14.3939976493332,-0.469632160387391,10.6398107641243,10.0598940766604
2,-20.9749572524425,2.79669399450873,4.74774849030924,13.2172991909021,-1.19406127184192,9.85492701753631,11.0777961784158
2,-22.8099981401809,5.24237125729384,1.82685120365203,15.6318474032462,-2.40976853590295,11.1625353336866,11.4952234002019
2,-26.464257412459,6.00223315549728,4.84348480478438,14.2943549207887,-2.22725948804075,6.50057696227429,8.49334826734256
2,-24.9121940894258,2.89045058912099,3.34262207961156,14.2368516577112,-3.2585578662172,8.98081523142318,11.940185688575
2,-32.449277277439,4.91443543005588,4.52330528400197,13.8477640750173,-4.13309137169935,5.33710307553413,11.3531238262218
2,-29.9989470900003,5.80836526407657,3.68447502356666,18.4526152353072,-2.49838753969628,7.43410954205155,9.99538797973044
2,-24.8296492751048,5.04755335210798,1.72615677279499,16.1923616373417,-1.8049748459751,9.9510416686502,11.1693883937873
2,-22.9161696382429,4.28982709717737,3.83662918919853,13.2506769138158,-1.69619414381099,7.95217590794454,9.36152300353602
2,-18.0264676908174,4.11243983400562,3.66069497292549,15.2523240166434,-0.40831020886883,8.82856977420913,7.80121558134117
2,-20.6640761519792,5.77790510932206,5.17455174695012,12.579018306419,-1.25647538024134,8.63174703561484,9.24209742176294
2,-26.0892378179261,5.44662838457302,3.38136729286107,15.4011074486068,-2.41511371749973,7.93566327660656,9.29379537975186
2,-21.3439500610698,5.68381004831318,3.56865912784535,15.4045181129979,-0.820577892409184,10.3431143373275,8.60758710248209
2,-25.5346186129482,5.67127548577162,3.13077275009189,14.7576866191044,-2.15512024652156,7.97083840153305,9.54306574647513
2,-24.675829216654,4.452125382472,3.10292703622922,15.1075726250087,-2.72313795979504,8.93335114229134,10.097647589461
2,-22.951781838136,5.76509798794108,5.2972793665877,15.5516202629971,-1.26329787605852,8.4646994678417,8.29554940603148
2,-27.6270228899545,3.99448908570455,4.63593140323159,16.1784414890331,-2.67820422254694,8.44853979252234,11.0018128346472
2,-25.6605141306245,5.45494351220313,5.6675862131046,15.1376108800345,-1.65537214132485,6.70794727424051,9.32202407381663
2,-21.7804528542536,3.32640123065833,4.47477044588805,14.2776821593702,-2.39560576088018,8.79463131238011,9.31130898327491
2,-24.3163012313763,4.34345858159673,4.30887950209735,15.5967335601628,-1.50070284752231,8.65645269635878,10.0918361867603
2,-25.8447559795032,5.69445404579347,5.16293322460443,17.4128247993498,-1.16780264419536,7.52074435124824,8.75559410756227
2,-31.390258133509,4.86890046084816,6.18978619878865,14.2544954105961,-2.89602666182331,6.32414765579177,9.92288304934383
2,-17.1232374209973,3.95754990099274,3.09509588018153,13.7413960361454,-1.4333890711917,10.2976655096231,7.62525053843215
2,-33.7071243369256,3.59731399488443,5.25392311599362,15.6351867951372,-4.19646297294943,6.546780586714,12.2927168099984
2,-27.7940939056736,5.42051926929155,4.53831773189637,14.9252320575676,-2.214014668262,7.75229580785074,11.2244458285515
2,-22.2917215926937,5.6740792640521,3.60000561366478,14.0433141308646,-1.32305997164473,9.19738850564014,9.48113531214516
2,-22.5195496770672,6.05090949421974,2.0867375509214,15.1489200895108,-1.8358217908507,8.68904081554855,8.70096313707701
2,-24.6267445296336,6.29132637742235,2.57551145046512,14.5623753328075,-2.88808191917114,8.74865840185335,8.76843181644938
2,-19.2292577029522,3.43971453683703,3.25809892746223,14.6685868659377,-1.90444882591794,10.8655210919405,9.43791873943008
2,-24.171030738567,5.33983374244723,1.92078687364889,16.5272512868204,-1.29819902174004,9.98823956901338,9.8469201864811
2,-23.8215717006251,5.6795426135549,2.62971508963993,15.6567689980923,-2.21237352193627,9.8324619616727,9.74717380063086
2,-27.7064252416412,5.70516764176499,4.05528502320434,15.2952404290481,-3.06479396840194,7.57496896746181,7.88005569854159
2,-28.0033985601685,4.05942264723979,4.18159941711985,16.1885731060108,-2.44109951375353,7.20709891600232,9.47018397826326
2,-22.1402803168569,4.18684399220006,1.45304058727847,15.9607016645932,-2.34998365275894,10.9175915924994,10.9955442955332
2,-21.8633595138537,4.6791049001738,4.15380248847148,16.3333808614937,-0.616276704448225,9.25376914799483,8.99246561426543
2,-31.5679122899201,4.6495270267419,4.61871356043116,15.2488950858508,-3.19137909783945,6.74878597567769,11.9441489184875
2,-22.2852072694707,5.14284853806037,4.74893598989839,15.7806113432466,-0.995699316213288,9.79675586002703,10.2800139714
2,-18.6407529069778,1.64283296871908,3.39442828055424,14.4280662526658,-1.31842502100496,9.99240291533826,10.3939882790221
2,-19.5461510384412,4.42926229339656,4.06837393359234,15.6781690184842,-0.699330407140117,8.26831252201482,7.68254509127688
2,-24.5473789009598,5.03182537257713,3.85419920700668,15.2518083070191,-2.01298576642021,8.30869952244443,9.12030576046724
2,-25.8691110939508,5.17113321008546,3.91644843342791,15.8100859016968,-2.58131689756353,7.81077652998397,9.27874198696414
2,-19.5680433732003,5.56533122087803,5.1595101940031,13.6482750791311,-1.11941179175588,8.85223100098477,6.75411127965769
2,-28.0815639467523,4.81799914208409,4.33543218940943,16.4399931964173,-3.39388186951464,7.3411678023606,9.24284624534418
2,-21.4358602529735,4.82811910019169,4.32859410006827,14.7708790039409,-1.40083008736384,7.72394241866462,8.0967531999494
2,-22.6905120796469,5.16759291780943,2.61783470819057,15.8600446196194,-1.50183786967777,8.57300146145306,9.17452172821496
2,-17.0774998791226,4.02501302549587,4.2450395912054,13.3280121436069,-0.380136700380131,9.75646657485132,7.71322986870689
2,-14.3187525785975,3.98269377004223,2.28155736071536,13.8678148422895,-1.12890908152114,11.0642573463422,8.00415803825419
3,-10.0962707900232,-0.701560076990705,15.4760076554415,-13.0744459245044,3.37585781544832,-5.25857366271145,-15.8667798726025
3,-7.15696596670879,-0.934097668288189,14.3212174262329,-12.4005900341979,3.50960964799801,-3.30396093891339,-14.8765196676027
3,-9.53073331641038,1.00126042892757,16.4455753424981,-9.54782342812332,3.76536429316604,-4.4215254716515,-14.8792160665688
3,-11.2660277437117,-1.30254118807016,14.6843283581941,-10.5904024777651,4.50501545375851,-4.00282246495439,-13.2540400001186
3,-8.16560540967118,-0.619769739847123,16.48554036839,-10.4927257644261,4.9321149556296,-4.91416672224921,-17.9677219933175
3,-16.3238686592213,-2.02850561825644,16.3840708321706,-12.8600558264258,3.73390007940932,-4.94586691477688,-14.0555018311491
3,-11.3408782594142,0.929229758875149,18.5287630735975,-10.015556641577,5.42740609249318,-4.20448121081863,-16.1181464263733
3,-18.0170236408762,-0.690344093826939,17.7571603714557,-11.6051641102769,3.62023528923543,-6.5067483109753,-13.6499464606209
3,-12.6715596627984,-1.23891949365256,15.6412708062998,-12.2996370278151,3.43650931693213,-5.90803089309138,-15.891333216843
3,-7.07326929786641,-0.358137001622727,15.5407421472396,-9.07377078650401,4.63672879503681,-4.63404973928916,-16.6525499687026
3,-13.2337228639331,-1.05902217045326,16.332998319856,-11.3931107803076,4.90388750090973,-5.28855976656409,-16.420341417183
3,-17.5186852740498,0.125477383541615,15.9982837855458,-12.8102801793631,4.25895396795817,-6.34860840020514,-13.6701758388705
3,-6.92298918306855,-0.349166644982434,14.7900999156157,-9.91821382631207,4.51449821115236,-3.49258215730171,-15.078848255707
3,-6.37402481149888,0.240211019981298,15.7386342972071,-10.7013055514709,3.66654552065509,-2.43131625799655,-13.2220985208035
3,-14.05926931283,-0.850209523861228,16.6234606993026,-8.77250936596502,3.77372761461318,-6.45571780350044,-14.7757606365038
3,-6.90078644732785,-1.87386531378611,14.9156948389598,-7.21512416141863,5.15672004365206,-3.13063582920567,-15.6663487765832
3,-11.630444664663,-0.240516652711748,18.5201060755054,-7.86150443873445,4.25303706613708,-5.80448185883859,-15.5626634022449
3,-18.6311552313859,0.892955930863991,18.0913018184412,-10.8724678056978,2.54629728254458,-8.79204934331567,-14.6711362408884
3,-10.6159623936878,-0.157412325328261,16.246823924468,-9.89954508300121,3.20430934507899,-5.55805067808196,-16.1501464809083
3,-18.0658328151529,-1.47509717588647,17.5182933181068,-9.68106992537922,2.39755029878138,-6.54149613457608,-13.8119463395963
3,-10.6492968175929,-0.885263640434208,13.8349446641711,-13.1873366170397,3.29853593883207,-4.36726155373779,-13.4306105093705
3,-9.26126805137253,-0.297110146331203,15.3319456015864,-9.0449140865837,4.10454460517324,-5.39749819841571,-16.157098187838
3,-13.7268553752799,0.111914043168015,17.2869354360706,-10.7932458406697,2.69716734346461,-6.42126680065856,-15.3893726857214
3,-15.0023688573747,-1.63594116903209,16.4412702443677,-9.48101219758025,3.71612429639539,-7.4573839603151,-15.9392653480015
3,-8.20762349600109,-0.0564260858115966,16.7137287552472,-10.3650549699637,4.66977550982942,-4.58345249757796,-16.7138349604495
3,-6.99210039026729,1.00819656645758,14.7320817974508,-10.021547960658,3.00871653135605,-5.13433020645571,-15.0685193516844
3,-8.83050305736289,-0.370003475073542,16.7170449537335,-8.00729414071025,4.01624775694977,-5.44319021600382,-15.3148063297426
3,-13.309575167225,-0.396447923009061,18.0948983505989,-11.4085291272893,5.25561175757212,-6.75286979084489,-17.4962984127952
